0	0
0.0	320.96
0.0733022689819336	308.89
0.129225492477417	325.21
0.18239355087280273	320.96
0.23700332641601562	321.98
0.291964054107666	329.46
0.34564995765686035	155.72
0.40020751953125	312.8
0.4533708095550537	123.59
0.5070188045501709	131.24
0.5794568061828613	144.33
0.6333208084106445	200.09
0.6869421005249023	136.17
0.7406625747680664	144.33
0.7943949699401855	181.22
0.8479533195495605	146.2
0.9019143581390381	244.46
0.9555222988128662	122.4
1.008744716644287	119.34
1.0811715126037598	134.98
1.1345694065093994	122.4
1.188281774520874	122.4
1.241523027420044	119.85
1.2951405048370361	119.85
1.3483591079711914	118.83
1.4019827842712402	119.34
1.4550387859344482	124.27
1.5087668895721436	130.73
1.5811326503753662	123.59
1.6347572803497314	131.92
1.6878859996795654	125.12
1.7415223121643066	146.2
1.795090913772583	132.43
1.8486394882202148	127.67
1.9023218154907227	136.51
1.9554870128631592	128.35
2.009093761444092	124.1
2.0813281536102295	121.55
2.134610891342163	115.09
2.1882779598236084	106.93
2.241544723510742	143.14
2.295058250427246	112.2
2.348278284072876	102.17
2.4005677700042725	97.24
2.4538424015045166	84.15
2.5071003437042236	79.56
2.559924840927124	72.42
2.63028883934021	58.14
2.6835405826568604	61.03
2.736419916152954	61.03
2.7895941734313965	64.77
2.842588424682617	65.28
2.895811080932617	79.56
2.948742151260376	70.55
3.002017021179199	84.66
3.055271863937378	74.63
3.1084368228912354	80.07
3.1788294315338135	77.86
3.2319536209106445	83.64
3.2849419116973877	73.61
3.338165760040283	81.43
3.391308546066284	93.16
3.4446747303009033	93.16
3.497907876968384	93.33
3.551154851913452	97.41
3.6057345867156982	100.98
3.659018039703369	100.47
3.7310454845428467	105.23
3.7842321395874023	109.14
3.8378896713256836	112.71
3.8912627696990967	115.26
3.944690227508545	121.72
3.9982404708862305	120.02
4.051554918289185	125.97
4.105043888092041	125.12
4.158697128295898	127.16
4.211922883987427	133.62
4.284307956695557	138.21
4.337900638580322	136.17
4.391599416732788	146.71
4.4450132846832275	141.27
4.498572826385498	150.28
4.552190065383911	151.47
4.606060743331909	148.92
4.659722328186035	147.9
4.713329553604126	147.9
4.785721302032471	147.9
4.839306592941284	147.9
4.892993450164795	149.09
4.946422576904297	147.9
4.999998569488525	147.9
5.053647756576538	147.9
5.107170581817627	147.9
5.1607043743133545	147.9
5.214376926422119	147.9
5.28671669960022	143.82
5.340228796005249	143.82
5.393791675567627	143.82
5.447341680526733	143.82
5.501065492630005	144.67
5.554717302322388	143.82
5.608190536499023	143.82
5.661797523498535	144.84
5.715422630310059	144.33
5.787741184234619	145.35
5.841271162033081	144.33
5.894931793212891	144.33
5.9484922885894775	141.1
6.002007722854614	144.33
6.055757999420166	140.25
6.109305143356323	140.25
6.162884473800659	140.25
6.216411590576172	140.25
6.288770914077759	140.08
6.342363357543945	140.25
6.395853281021118	140.08
6.4491612911224365	141.27
6.502777099609375	140.25
6.556366205215454	140.25
6.6099748611450195	141.1
6.663537263870239	140.25
6.71714186668396	140.08
6.789558410644531	140.25
6.843058824539185	140.25
6.896853446960449	140.25
6.950281143188477	141.27
7.003859996795654	144.33
7.057430028915405	145.01
7.110981464385986	146.03
7.164757013320923	145.52
